# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
sakeverpalen/snipr-webmcp-hackathon-submission	2026-08-30T14:28:32Z	0		Hackathon submission materials for the SNIPR WebMCP demo.		https://github.com/sakeverpalen/snipr-webmcp-hackathon-submission
scampf/a2zz-webmcp-demo	2026-08-30T21:37:55Z	0	HTML			https://github.com/scampf/a2zz-webmcp-demo
scking21/Arrastra-Relay	2026-08-30T02:38:59Z	0	CSS	Evidence-gated WebMCP handoffs with application-owned verification and durable receipts.	https://durable-handoff.aggie-king21.chatgpt.site/	https://github.com/scking21/Arrastra-Relay
sgoel2be24-cyber/webmcp-incident-workspace	2026-08-30T12:37:10Z	0	HTML			https://github.com/sgoel2be24-cyber/webmcp-incident-workspace
shibaraven/WEBMCP	2026-08-30T09:54:20Z	0	TypeScript			https://github.com/shibaraven/WEBMCP
shreyajhaa121-beep/campusfix-ai	2026-08-30T09:21:33Z	0	JavaScript	A WebMCP-powered campus issue management platform where AI agents help humans identify, prioritize, and coordinate campus problems.		https://github.com/shreyajhaa121-beep/campusfix-ai
sk8ordie84/duet	2026-08-30T20:30:06Z	0	TypeScript	Plan the room with your agent — a WebMCP-native arrangement planner (weddings, galas, offices, classrooms) where humans and AI agents work the same floor plan	https://duet-ten.vercel.app	https://github.com/sk8ordie84/duet
snowan/agent-harness-lab	2026-08-30T21:29:16Z	0	TypeScript	Eval-gated WebMCP workbench for agent harness changes		https://github.com/snowan/agent-harness-lab
ssondoss/magpie-webmcp	2026-08-30T21:47:12Z	0	TypeScript	Chrome extension + WebMCP server that gives your AI agent capabilities from every site you visit, not just the current page.	https://magpie-webmcp.vercel.app	https://github.com/ssondoss/magpie-webmcp
stevysmith/gallery-402	2026-08-30T21:29:54Z	0	TypeScript	A virtual museum whose doors take x402 micropayments — you look at the paintings, your agent reads the page's WebMCP tools, composes your tour, and pays admission on-chain. Built for the WebMCP Challenge.	https://gallery402.stacktr.ee	https://github.com/stevysmith/gallery-402
struperto/atlas-webmcp	2026-08-30T20:15:38Z	0	TypeScript	Atlas is a shared WebMCP canvas for visible human-agent research and accountable action.	https://atlas.jrupi.chatgpt.site	https://github.com/struperto/atlas-webmcp
subbu-ctd/chinamarketingai-webmcp	2026-08-30T05:24:25Z	0	TypeScript	Evidence-bounded GEO workbench demonstrating browser-native human-agent collaboration with WebMCP.	https://labs.chinamarketing.ai/webmcp	https://github.com/subbu-ctd/chinamarketingai-webmcp
sudarsan2507-hue/CockPit	2026-08-30T16:59:49Z	1	TypeScript	utilizing the work of webMCP		https://github.com/sudarsan2507-hue/CockPit
sultana717-debug/theraflow-webmcp	2026-08-30T11:22:35Z	0	JavaScript			https://github.com/sultana717-debug/theraflow-webmcp
syarif-studio/webmcp-tailwind-canvas	2026-08-30T08:20:46Z	0	JavaScript	A local-first React page builder with Tailwind CSS and WebMCP tools		https://github.com/syarif-studio/webmcp-tailwind-canvas
teckedd-code2save/fixmycity-webmcp	2026-08-30T23:21:17Z	0	TypeScript	Agent-native civic operations built with WebMCP		https://github.com/teckedd-code2save/fixmycity-webmcp
thato899/lifeos	2026-08-30T08:05:11Z	0	TypeScript	LifeOS — your life, your agent, one workspace. A WebMCP-powered personal command center (OpenAI WebMCP Challenge 2026).	https://lifeos-nine-neon.vercel.app	https://github.com/thato899/lifeos
thefraudfather/flint-agentgate	2026-08-30T17:24:05Z	0	TypeScript	Identity, semantic authority, tool assurance, and policy-enforced WebMCP for AI agents	https://flint-agentgate.vercel.app	https://github.com/thefraudfather/flint-agentgate
thinkter/webmcp-hack	2026-08-30T18:29:39Z	0	TypeScript	Browser visual programming with WebGPU and WebMCP		https://github.com/thinkter/webmcp-hack
toiletslayer/webgpu-experiment-lab	2026-08-30T22:04:09Z	0	JavaScript	A local-only WebGPU verification and experiment lab with structured WebMCP agent workflows.		https://github.com/toiletslayer/webgpu-experiment-lab
ubaydullayevgiyosiddin7-eng/WebMCP-OPENAI_hac-	2026-08-30T06:43:40Z	0	TypeScript			https://github.com/ubaydullayevgiyosiddin7-eng/WebMCP-OPENAI_hac-
unfoundbox-crew/memes	2026-08-30T19:50:19Z	0	HTML	The WebMCP Satire Trilogy: stfuopus.lol, actuallyopenai.lol, antiantigravity.lol		https://github.com/unfoundbox-crew/memes
victorelmc94-jpg/expediente-vivo-webmcp	2026-08-30T13:29:18Z	0	JavaScript	Human–agent evidence review with four WebMCP tools, exact provenance, and explicit human decisions.		https://github.com/victorelmc94-jpg/expediente-vivo-webmcp
vincentsider/trustwright	2026-08-30T02:11:29Z	0	TypeScript	Trustwright — a trust layer for the WebMCP agent web: audit the tools a site exposes to AI agents, test an agent against tool-surface attacks, and issue a signed, revocable verified badge.		https://github.com/vincentsider/trustwright
waldo870/agent-mission-control-webmcp	2026-08-30T08:33:54Z	0	TypeScript	A shared mission workspace where humans use the UI and AI agents use native WebMCP tools on the same application state, powered by WebMCP.	https://agent-mission-control-webmcp-roan.vercel.app/	https://github.com/waldo870/agent-mission-control-webmcp
warrenperez/archipelago	2026-08-30T21:47:17Z	0	JavaScript	Map your Notion workspace as a nautical chart, entirely in your browser. Four WebMCP tools let an AI agent draw, read, highlight and annotate the same map the human is looking at.	https://warrenperez.com/archipelago/	https://github.com/warrenperez/archipelago
wishforge/toolfront	2026-08-30T09:47:59Z	0	JavaScript	Agent-readiness scanner on Cloudflare Workers — WebMCP tools, tool-surface security audit, llms.txt, AI crawler policy. Zero runtime dependencies.		https://github.com/wishforge/toolfront
xJoeyCodes/webmcp-registry-tool	2026-08-30T12:56:24Z	0				https://github.com/xJoeyCodes/webmcp-registry-tool
xan-antx/nightwatch	2026-08-30T18:31:49Z	0	Python	Incident console where the AI agent's tool surface follows severity — tools mount as things get worse, unmount when they're over, and a human holds the keys. Built for the WebMCP Challenge.	https://nightwatch-console.netlify.app	https://github.com/xan-antx/nightwatch
xiehuanyi/sidejam	2026-08-30T22:32:37Z	0	JavaScript	A browser groovebox you and your AI agent play together — built on WebMCP		https://github.com/xiehuanyi/sidejam
zachyking/relay-webmcp	2026-08-30T23:01:50Z	0	Elixir	Relay: an agent-native public network for connecting humans through WebMCP and MCP	https://openai.com/webmcp-challenge/	https://github.com/zachyking/relay-webmcp
zafersari82/release-sentinel-webmcp	2026-08-30T15:14:53Z	0	Python			https://github.com/zafersari82/release-sentinel-webmcp
zzzzzzzzzzphoebe/second-cursor-moving-day	2026-08-30T04:45:45Z	0	TypeScript	One workspace. Two cursors. A visible, interruptible human-AI collaboration experiment built with WebMCP.		https://github.com/zzzzzzzzzzphoebe/second-cursor-moving-day
802-Flamingo/better-gov-navigator	2026-08-31T07:55:00Z	0	JavaScript	Source-backed Waterbury property-tax guidance with consent-gated WebMCP tools.		https://github.com/802-Flamingo/better-gov-navigator
A-Technologies-Holdings/melaninmap-webmcp	2026-08-31T21:47:43Z	0	TypeScript	Consent-first WebMCP tools and public contracts from Melanin Map		https://github.com/A-Technologies-Holdings/melaninmap-webmcp
AIoOS-67/mintpaw-webmcp	2026-08-31T19:42:26Z	0	JavaScript	The Shopify store that tells the agent no. A WebMCP compatibility gate that refuses smart pet devices which won't work in your home.	https://mintpaw.tech	https://github.com/AIoOS-67/mintpaw-webmcp
AJ-EN/shipreel	2026-08-31T08:21:16Z	0	TypeScript	Agent-native video studio. Your AI agent edits a raw voiceover and screen recordings into a finished demo video through WebMCP tools — cutting dead air, syncing footage to what you actually said, and hitting a runtime budget. Runs in the browser tab; nothing uploads.	https://shipreel.vercel.app	https://github.com/AJ-EN/shipreel
AMishradev/webmcp-video-agent	2026-08-31T02:21:42Z	0	TypeScript	A tiny WebMCP-powered learning queue for human-agent collaboration		https://github.com/AMishradev/webmcp-video-agent
AhrazA/bullet-heaven	2026-08-31T15:51:19Z	0	TypeScript	An experiment with webMCP - a bullet hell level editor designed with an agent companion in mind		https://github.com/AhrazA/bullet-heaven
Ajishpradeep/biomech-emcee	2026-08-31T06:59:30Z	0	TypeScript	Agent-ready biomechanics review with 13 WebMCP tools; baseball pitching is the first reference workflow	https://pitchlab-webmcp-rv45k2kgyq-uc.a.run.app	https://github.com/Ajishpradeep/biomech-emcee
Akatsuki-SAYO/DnD-WebMCP	2026-08-31T14:39:25Z	0	HTML			https://github.com/Akatsuki-SAYO/DnD-WebMCP
AndreyBlanco/companion-webmcp	2026-08-31T03:12:08Z	0	JavaScript			https://github.com/AndreyBlanco/companion-webmcp
AniketIndulkar/invariant	2026-08-31T09:20:22Z	0	TypeScript	An executable contract between humans and AI agents, built with WebMCP.		https://github.com/AniketIndulkar/invariant
ArielSmoliar/WebMCP	2026-08-31T18:34:12Z	0	Python	A trustworthy shared decision surface for humans and ChatGPT, built with WebMCP.		https://github.com/ArielSmoliar/WebMCP
Arshgill01/the-pass-webmcp	2026-08-31T18:56:01Z	0	TypeScript	A live kitchen recovery desk where the page does not pause for the agent, built for the WebMCP Challenge.		https://github.com/Arshgill01/the-pass-webmcp
Avinash1286/benchpilot	2026-08-31T04:35:32Z	0	TypeScript	Human evidence. Agent structure. Shared control for safer electronics troubleshooting.	https://benchpilot.abinashyadav3-141.chatgpt.site	https://github.com/Avinash1286/benchpilot
Bobby44-max/gate-zero	2026-08-31T08:03:24Z	0	TypeScript	An agent-native app that deliberately declines to be fully automated. WebMCP tools run the line; one station is built to refuse.		https://github.com/Bobby44-max/gate-zero
CDunn17/ai_cal	2026-08-31T10:57:39Z	0	TypeScript	WebMCP-enabled calendar app, for better scheduling and collaboration		https://github.com/CDunn17/ai_cal
DMJ786/ruvel-mission	2026-08-31T22:35:41Z	0	TypeScript	One mission across independent WebMCP websites, with bounded authority and an accountable Receipt.		https://github.com/DMJ786/ruvel-mission
DavidDiazMerino/ryms	2026-08-31T10:18:47Z	0	TypeScript	Design rooms with your AI agent — an agent-native 3D room planner powered by WebMCP.		https://github.com/DavidDiazMerino/ryms
EliBarak12/Zada	2026-08-31T20:44:46Z	0	JavaScript	Turn Zara to agentic webMCP		https://github.com/EliBarak12/Zada
Emmsfay/Hearth-ecommerce-webmcp	2026-08-31T20:49:38Z	0	JavaScript	webmcp project		https://github.com/Emmsfay/Hearth-ecommerce-webmcp
Erlemar/lingomargin	2026-08-31T19:26:12Z	0	TypeScript	An agent-native close-reading workspace for language learners, powered by WebMCP.	https://lingomargin.andlukyane.chatgpt.site/	https://github.com/Erlemar/lingomargin
FaxanFM/webmcp-deadbolt	2026-08-31T20:33:15Z	0	JavaScript	Fail-closed capability gating, structured refusals, and adversarial evaluations for WebMCP commerce tools.		https://github.com/FaxanFM/webmcp-deadbolt
Forgewrld711/the-listening-glass-webmcp	2026-08-31T15:35:51Z	0	TypeScript	A privacy-preserving WebMCP instrument for humans and AI agents to inspect the shape of audio together.		https://github.com/Forgewrld711/the-listening-glass-webmcp
FrancoDuran23/orca_webMCP	2026-08-31T12:03:07Z	1	JavaScript			https://github.com/FrancoDuran23/orca_webMCP
Garblesnarff/infinite-realms-webmcp	2026-08-31T01:36:37Z	0	TypeScript	Standalone WebMCP companion tools for Infinite Realms	https://infiniterealms.app	https://github.com/Garblesnarff/infinite-realms-webmcp
Ginowine/redline	2026-08-31T09:22:03Z	0	JavaScript	Redline is a contract review AI Agent workspace for humans and their agents. The agent reads the agreement clause by clause, flags risks with severity and plain-English consequences, compares terms against a market-standard playbook, and drafts replacement language.	https://redline-orpin-nine.vercel.app	https://github.com/Ginowine/redline
Hashirigaki/commonthread-webmcp	2026-08-31T13:53:13Z	0	JavaScript			https://github.com/Hashirigaki/commonthread-webmcp
JingYuan0926/webmcp	2026-08-31T08:58:16Z	0	JavaScript		https://webmcp-nine.vercel.app	https://github.com/JingYuan0926/webmcp
LeChiffreVol2/Seedy_Research	2026-08-31T17:16:18Z	0	TypeScript	Thai-first research platform connecting lawful exact-page evidence to global research through browser-native human-agent workflows.	https://seedresearch.vercel.app	https://github.com/LeChiffreVol2/Seedy_Research
LokeshTiwari004/police-portal	2026-08-31T04:47:16Z	0	TypeScript	A dummy police-portal to test UX with WebMCP. 	https://police-portal-mu.vercel.app	https://github.com/LokeshTiwari004/police-portal
LucianRadu/webmcp-chess	2026-08-31T17:01:42Z	0	TypeScript			https://github.com/LucianRadu/webmcp-chess
Manojponugoti64/care-watchdesk-webmcp	2026-08-31T03:08:46Z	0	JavaScript	Privacy-first simulated hospital operations demo with a human-owned WebMCP response workflow.	https://manojponugoti64.github.io/care-watchdesk-webmcp/	https://github.com/Manojponugoti64/care-watchdesk-webmcp
MarioAderman/line-mate	2026-08-31T18:48:34Z	0	TypeScript	One more technician on the line — a WebMCP-native shop floor where a manager and a browser agent recover a failing schedule together	https://line-mate.vercel.app	https://github.com/MarioAderman/line-mate
MauricioPerera/kdd-flow-engine	2026-08-31T20:08:06Z	0	Python	⚡ AI-First Workflow & Automation Engine powered by KDD Methodology, WebMCP (fastwebmcp), Dynamic API Synthesis, Zero-Knowledge Local Vault & Polyglot Code Generation	https://mauricioperera.github.io/kdd-flow-engine/	https://github.com/MauricioPerera/kdd-flow-engine
NewyorkDev/lander5-webmcp	2026-08-31T05:32:11Z	0	JavaScript	Agent-ready cleaning reservation sandbox for the WebMCP Challenge		https://github.com/NewyorkDev/lander5-webmcp
Paul-M-Kallarackal/what-can-i-click	2026-08-31T16:22:14Z	0	TypeScript	A WebMCP-powered visual ClickHouse architecture advisor and interactive data-machine explainer	https://what-can-i-click.vercel.app	https://github.com/Paul-M-Kallarackal/what-can-i-click
PhilPNG/orbit-flo	2026-08-31T12:56:43Z	0	TypeScript	A deep-space project workspace an agent can operate - WebMCP tools over an RLS-bounded Supabase session		https://github.com/PhilPNG/orbit-flo
PurpleWizard07/agent-native-gaming-platform	2026-08-31T12:38:02Z	0	TypeScript	A gaming platform for humans and agents — WebMCP Challenge submission. Filter, discover, and coordinate group sessions; an agent can operate the platform through 12 WebMCP tools.	https://agent-native-gaming-platform.netlify.app	https://github.com/PurpleWizard07/agent-native-gaming-platform
QueenFi703/Pawpilot-webmcp	2026-08-31T13:39:32Z	0	JavaScript	A pet care website exposes useful capabilities to an AI agent through WebMCP		https://github.com/QueenFi703/Pawpilot-webmcp
RZDESIGN/PLOT-Planner-WebMCP	2026-08-31T07:53:04Z	0	TypeScript	PLOT — a realtime planning canvas where humans and browser agents plan together through 17 WebMCP tools.		https://github.com/RZDESIGN/PLOT-Planner-WebMCP
RobynAwesome/KPGS-Agent-Mission-Control	2026-08-31T16:54:43Z	1	TypeScript	A WebMCP-native Web application where the browser exposes a governed state machine to an AI agent. 	https://kpgs-agent-mission-control.vercel.app	https://github.com/RobynAwesome/KPGS-Agent-Mission-Control
Senior3514/Cyfix	2026-08-31T14:15:06Z	0	TypeScript	Agent-native web security: a human and an AI agent inspect and fix an authorized site together, via six WebMCP tools on document.modelContext. Passive-only, human-approved. Built for the OpenAI WebMCP Challenge.	https://cyfix.vercel.app	https://github.com/Senior3514/Cyfix
ThunderKhan/webclerk	2026-08-31T14:43:16Z	0	TypeScript	A WebMCP-powered assistant for important forms that fills only what your documents can verify, flags uncertainty or conflicts, and leaves declarations and final submission to you.	https://webclerk.vercel.app	https://github.com/ThunderKhan/webclerk
VRforty6/webmcp-outcome-network	2026-08-31T04:44:06Z	0	TypeScript	A WebMCP demo where agents coordinate multiple providers to complete a real business task, with humans approving the important decisions.	https://webmcp-outcome-network.vercel.app	https://github.com/VRforty6/webmcp-outcome-network
